id,age,gender,ideology,pid,degree,industry,worried,happening,need_policy,c_fedgov,c_corps,c_farmers,c_public,1_loop1,2_loop1,3_loop1,4_loop1,5_loop1,6_loop1,7_loop1,8_loop1,10_loop1,11_loop1,12_loop1,13_loop1,14_loop1,15_loop1,16_loop1,17_loop1,18_loop1,19_loop1,20_loop1,21_loop1,22_loop1,23_loop1,24_loop1,25_loop1,26_loop1,27_loop1,28_loop1,29_loop1,30_loop1,31_loop1,32_loop1,33_loop1,34_loop1,1_loop2,2_loop2,3_loop2,4_loop2,5_loop2,6_loop2,7_loop2,8_loop2,9_loop2,10_loop2,11_loop2,12_loop2,13_loop2,14_loop2,15_loop2,16_loop2,17_loop2,18_loop2,19_loop2,20_loop2,21_loop2,22_loop2,23_loop2,24_loop2,25_loop2,26_loop2,27_loop2,28_loop2,29_loop2,30_loop2,31_loop2,32_loop2,33_loop2,1_loop3,2_loop3,3_loop3,4_loop3,5_loop3,6_loop3,7_loop3,8_loop3,9_loop3,10_loop3,11_loop3,12_loop3,13_loop3,14_loop3,15_loop3,16_loop3,17_loop3,18_loop3,19_loop3,20_loop3,21_loop3,22_loop3,23_loop3,24_loop3,25_loop3,26_loop3,27_loop3,28_loop3,29_loop3,30_loop3,31_loop3,32_loop3,33_loop3,four_just_1,four_just_2,four_just_3,four_just_4,comments_overall,pid3,ideo3,lib,con,ideo7,age_groups,degree2,bach_more,ind,worried_cat,need_cat,age_cat,pid_cat,bach_cat,gender_cat,ideo_cat,conf_cat,loop,sm_np,sm_sup,sm_score
320,60,Female,"Moderate, middle of the road",Independent,High school,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat oppose,Don't know enough to say,Somewhat favor,Don't know enough to say,Don't know enough to say,Strongly oppose,Somewhat oppose,Somewhat oppose,Don't know enough to say,Don't know enough to say,Somewhat favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat oppose,Don't know enough to say,Somewhat favor,Strongly oppose,Extremely important,Extremely important,Extremely important,Extremely important,no,Ind/Other,Moderate,0,0,0,55-64,HS or less/NA,0,Retail/logistics,Worried,Need policy,Older,NA,Less than bach,Female,NA,Doubt,3,0.09090909090909094,0.5714285714285714,0.03030303030303033
321,57,Female,Conservative,Republican,Bachelor's degree,Financial and insurance activities,-1,-1,-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Extremely important,Extremely important,Extremely important,Extremely important,no,Republican,Conservative,0,1,2,55-64,Bachelor,1,Finance/Insur,Not worried,No need,Older,Republican,Bach or more,Female,Conservative,Doubt,3,-0.4545454545454544,0.27272727272727276,-1.0606060606060606
322,51,Female,Conservative,Other party,High school,Other services,-1,-1,-2,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat oppose,Don't know enough to say,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Don't know enough to say,Strongly oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly favor,Somewhat oppose,Strongly oppose,Extremely important,Very important,Extremely important,Not al all important,"Other than a couple of questions that I felt my knowledge was limited on, everything was laid out in a clear manner. Thank you.",Ind/Other,Conservative,0,1,2,45-54,HS or less/NA,0,Other services,Not worried,No need,Older,NA,Less than bach,Female,Conservative,Doubt,3,-0.6363636363636364,0.16129032258064516,-1.0303030303030303
323,24,Male,Liberal,Democrat,Bachelor's degree,Information and communication,0,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly favor,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Strongly favor,Don't know enough to say,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Extremely important,Very important,Somewhat important,NA,Democrat,Liberal,1,0,-2,18-24,Bachelor,1,Info/comms,Not worried,Need policy,Younger,Democrat,Bach or more,Male,Liberal,Doubt,2,0.12121212121212128,0.5625,0.24242424242424243
324,24,Male,Liberal,Republican,Bachelor's degree,Other services,1,2,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly oppose,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Extremely important,Very important,Extremely important,Extremely important,all good,Republican,Liberal,1,0,-2,18-24,Bachelor,1,Other services,Worried,Need policy,Younger,Republican,Bach or more,Male,Liberal,Confidence,3,0.4545454545454545,0.7272727272727273,0.5151515151515151
325,63,Female,Liberal,Strong Democrat,"Associate degree, junior college, or technical program","Wholesale and retail trade, transportation and storage, accommodation and food service activities",2,2,2,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat oppose,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly oppose,Don't know enough to say,Somewhat favor,Don't know enough to say,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Strongly oppose,Don't know enough to say,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Somewhat important,Very important,Extremely important,NA,Democrat,Liberal,1,0,-2,55-64,Assoc/tech,0,Retail/logistics,Worried,Need policy,Older,Democrat,Less than bach,Female,Liberal,Doubt,2,0.5151515151515151,0.8148148148148148,0.8787878787878787
326,NA,Female,"Moderate, middle of the road",Democrat,"Associate degree, junior college, or technical program","Professional, scientific, technical, administration and support service activities",1,1,1,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Somewhat oppose,Don't know enough to say,Strongly favor,Somewhat oppose,Somewhat favor,Strongly oppose,Don't know enough to say,Don't know enough to say,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,None,Democrat,Moderate,0,0,0,Missing,Assoc/tech,0,Professional,Worried,Need policy,NA,Democrat,Less than bach,Female,NA,Doubt,2,0.4242424242424242,0.7692307692307693,0.6363636363636364
327,19,Female,Conservative,Republican,High school,I am a currently a student,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly favor,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat favor,Don't know enough to say,Strongly oppose,Somewhat favor,Somewhat oppose,Don't know enough to say,Don't know enough to say,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Strongly favor,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,"Nope, all was good!",Republican,Conservative,0,1,2,18-24,HS or less/NA,0,Student,Worried,Need policy,Younger,Republican,Less than bach,Female,Conservative,Doubt,2,0.24242424242424246,0.6428571428571429,0.39393939393939387
328,59,Female,"Moderate, middle of the road",Independent,"Associate degree, junior college, or technical program","Wholesale and retail trade, transportation and storage, accommodation and food service activities",2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Strongly favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Don't know enough to say,Strongly favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Strongly oppose,Don't know enough to say,Don't know enough to say,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Don't know enough to say,Strongly oppose,Strongly favor,Don't know enough to say,Strongly oppose,Somewhat important,Don't know,Don't know,Somewhat important,The last question did not make sense to me.  It did not seem like it was worded right?,Ind/Other,Moderate,0,0,0,55-64,Assoc/tech,0,Retail/logistics,Worried,Need policy,Older,NA,Less than bach,Female,NA,Doubt,3,0.3636363636363636,0.8333333333333333,0.6060606060606061
329,55,Male,Liberal,Strong Democrat,"Associate degree, junior college, or technical program","Professional, scientific, technical, administration and support service activities",2,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly favor,Somewhat favor,Strongly oppose,Extremely important,Extremely important,Extremely important,Extremely important,"An interesting, different type of study. We definitely need to do more as a people, a country, and the world in order to fight climate change before its too late.",Democrat,Liberal,1,0,-2,55-64,Assoc/tech,0,Professional,Worried,Need policy,Older,Democrat,Less than bach,Male,Liberal,Doubt,3,0.33333333333333354,0.6666666666666667,0.6060606060606062
330,62,Female,"Moderate, middle of the road",Independent,"Associate degree, junior college, or technical program",Financial and insurance activities,0,1,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Don't know enough to say,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Extremely important,Very important,Very important,Very important,No the questions were clear and concise.,Ind/Other,Moderate,0,0,0,55-64,Assoc/tech,0,Finance/Insur,Not worried,Need policy,Older,NA,Less than bach,Female,NA,Confidence,3,0.27272727272727276,0.6551724137931034,0.30303030303030315
331,52,Female,Conservative,Republican,High school,Other services,0,0,-1,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Strongly oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Don't know enough to say,Strongly oppose,Somewhat oppose,Somewhat favor,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Somewhat important,Not very important,Not very important,NA,Republican,Conservative,0,1,2,45-54,HS or less/NA,0,Other services,Not worried,No need,Older,Republican,Less than bach,Female,Conservative,Doubt,2,-0.5151515151515151,0.22580645161290325,-0.909090909090909
332,69,Female,Extremely liberal,Strong Democrat,Bachelor's degree,Other services,2,2,2,1,0,1,1,Somewhat favor,Don't know enough to say,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly favor,Don't know enough to say,Somewhat favor,Somewhat oppose,Don't know enough to say,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Somewhat important,Very important,Extremely important,No,Democrat,Liberal,1,0,-3,65 and up,Bachelor,1,Other services,Worried,Need policy,Older,Democrat,Bach or more,Female,Liberal,Doubt,1,-0.12121212121212131,0.4333333333333333,-0.33333333333333337
333,53,Female,"Moderate, middle of the road","Independent, leans Democrat",Advanced degree,"Public administration, defence, education, human health and social work activities",2,2,2,1,0,1,1,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly favor,Somewhat oppose,Somewhat favor,Don't know enough to say,Strongly favor,Strongly favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Don't know enough to say,Somewhat oppose,Strongly favor,Somewhat favor,Somewhat favor,Strongly oppose,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly oppose,Don't know enough to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,No,Ind/Other,Moderate,0,0,0,45-54,Advanced,0,Public admin,Worried,Need policy,Older,NA,Less than bach,Female,NA,Doubt,1,0.18181818181818177,0.6071428571428571,0.3333333333333334
334,26,Female,Extremely liberal,Democrat,Bachelor's degree,"Public administration, defence, education, human health and social work activities",2,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly favor,Somewhat oppose,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Very important,NA,Democrat,Liberal,1,0,-3,25-34,Bachelor,1,Public admin,Worried,Need policy,Younger,Democrat,Bach or more,Female,Liberal,Doubt,2,0.5757575757575758,0.8275862068965517,1.121212121212121
335,60,Female,"Moderate, middle of the road",Independent,"Associate degree, junior college, or technical program",NA,0,0,1,3,3,3,3,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat oppose,Don't know enough to say,Don't know enough to say,Somewhat oppose,Don't know enough to say,Somewhat oppose,Somewhat oppose,Somewhat oppose,Don't know enough to say,Strongly favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Don't know enough to say,Don't know enough to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Don't know,Don't know,Don't know,No,Ind/Other,Moderate,0,0,0,55-64,Assoc/tech,0,Missing,Not worried,Need policy,Older,NA,Less than bach,Female,NA,Confidence,1,-0.060606060606060656,0.45000000000000007,-0.030303030303030328
336,68,Female,Extremely liberal,Strong Democrat,Advanced degree,Other services,2,2,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat oppose,Don't know enough to say,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Don't know enough to say,Strongly oppose,Strongly favor,Strongly favor,Somewhat oppose,Somewhat important,Very important,Extremely important,Extremely important,NA,Democrat,Liberal,1,0,-3,65 and up,Advanced,0,Other services,Worried,Need policy,Older,Democrat,Less than bach,Female,Liberal,Doubt,3,0.5151515151515151,0.8400000000000001,0.7878787878787877
337,47,Male,Extremely conservative,Strong Republican,Advanced degree,Information and communication,2,2,2,2,3,NA,2,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,no comments,Republican,Conservative,0,1,3,45-54,Advanced,0,Info/comms,Worried,Need policy,Older,Republican,Less than bach,Male,Conservative,Confidence,1,0.6363636363636365,0.8181818181818181,1.3333333333333335
338,62,Female,Liberal,Democrat,Bachelor's degree,Other services,2,2,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Very important,Somewhat important,Extremely important,Extremely important,The questions were very clear.,Democrat,Liberal,1,0,-2,55-64,Bachelor,1,Other services,Worried,Need policy,Older,Democrat,Bach or more,Female,Liberal,Doubt,3,0.8787878787878788,0.9393939393939394,1.4848484848484849
